,Address,Property Type,Price,Beds,Bath,Square Feet,Brokerages,Borough,Zipcode,Neighborhood,Longitude,Latitude
4429,"98-120 Queens Blvd Unit 2HRego Park, NY 11374",Co-op ,285000.0,1,1.0,2184.207862, Winzone Realty Inc,Queens,11374.0,West Central Queens,-73.85458,40.726843
4430,"25 Sanford StStaten Island, NY 10307",House ,1249949.0,4,4.0,2720.0, Real Estate Executives,Staten Island,10307.0,South Shore,-74.239192,40.5107574
4431,"80 Brewster StStaten Island, NY 10304",Contingent,649999.0,5,3.0,2052.0," Robert Defalco Realty, Inc.",Staten Island,10304.0,Stapleton,-74.0785358,40.6317585
4432,"550 Vanderbilt Ave Apt 511Brooklyn, NY 11238",Condo ,780000.0,3,1.0,2184.207862, Spire Group Inc.,Brooklyn,11238.0,Central Brooklyn,-73.96822,40.6807067
4433,"1222 Putnam Ave # 4ABrooklyn, NY 11221",Condo ,1075000.0,2,2.0,1144.0, Corcoran,Brooklyn,11221.0,Williamsburg,-73.9154184,40.6912454
4434,"6610 Thornton Pl Apt 3BRego Park, NY 11374",Co-op ,345000.0,2,1.0,2184.207862, J Coco Realty Llc,Queens,11374.0,West Central Queens,-73.858254,40.7233159
4438,"225-08 Hillside Ave Unit DuplexQueens Village, NY 11427",Co-op ,365000.0,2,1.0,2184.207862, Exp Realty ,Queens,11427.0,Southwest Queens,-73.7409842,40.7316971
4439,"250 Manhattan Ave Unit 3RBrooklyn, NY 11211",Condo ,750000.0,1,1.0,592.0, Douglas Elliman ,Brooklyn,11211.0,Green Point,-73.9453832,40.7120018
4440,"40 Broad St Ph 3FNew York, NY 10004",Condo ,1850000.0,2,2.0,1322.0, Corcoran,Manhattan,10004.0,Lower Manhattan,-74.0117866,40.7060214
4441,"7715 20th AveBrooklyn, NY 11214",House ,1288000.0,3,2.5,1692.0, RE MAX,Brooklyn,11214.0,Southwest Brooklyn,-73.993115,40.6091787
4442,"60 E 55th St Ph 3New York, NY 10022",Condo ,5250000.0,3,3.0,2950.0, Douglas Elliman ,Manhattan,10022.0,Gramercy Park,-73.972787,40.760525
4443,"1038 E 100th StBrooklyn, NY 11236",Multi-family home ,769000.0,4,3.0,2184.207862, Cross Country Realty,Brooklyn,11236.0,Canarsie,-73.8958975,40.6426509
4444,"61-19 75th PlMiddle Village, NY 11379",Pending,925000.0,3,2.0,2184.207862, Keller Williams,Queens,11379.0,West Central Queens,-73.8834031,40.7223571
4445,"346 W 56th St Apt 1ANew York, NY 10019",Co-op ,500000.0,1,1.0,2184.207862, REAL NEW YORK ,Manhattan,10019.0,Chelsea,-73.9855052,40.7667403
4446,"281 W 11th St Apt 4ANew York, NY 10014",Pending,625000.0,1,1.0,2184.207862, Corcoran,Manhattan,10014.0,Soho,-74.0047875,40.7362044
4447,"726 E 134th StBronx, NY 10454",Multi-family home ,1375000.0,8,3.0,3039.0, New American Realty Corp,Bronx,10454.0,Hunts Point,-73.9144974,40.8019854
4448,"21-05 33 St Unit 5FAstoria, NY 11101",Co-op ,270000.0,2,1.0,700.0, Tapestry Real Estate of Queens,Queens,11101.0,Northwest Queens,-73.9073482,40.7769221
4449,"34-53 60th StWoodside, NY 11377",Multi-family home ,1273000.0,3,3.0,2184.207862, Wagner & Kelly Inc,Queens,11377.0,West Queens,-73.9019836,40.7503477
4450,"895 Park Ave # 6 & 7ANew York, NY 10075",Co-op ,15000000.0,6,8.0,2184.207862, Sotheby's International Realty ,Manhattan,10075.0,Upper East Side,-73.9603272,40.7753111
4451,"120 E 36th St Apt 10CNew York, NY 10016",Contingent,499000.0,1,1.0,2184.207862, William Raveis New York City,Manhattan,10016.0,Gramercy Park,-73.9794793,40.7477728
4452,"344 W 72nd St Apt 609New York, NY 10023",Co-op ,3585000.0,3,3.0,2237.0, Douglas Elliman ,Manhattan,10023.0,Upper East Side,-73.9864464,40.7803967
4453,"2414 Tiebout AveBronx, NY 10458",House ,749999.0,9,3.0,2184.207862, RE/MAX 2000,Bronx,10458.0,Fordham,-73.8956582,40.8595463
4454,"140 Kiswick StStaten Island, NY 10306",House ,499000.0,3,2.0,1024.0, Momentum Real Estate LLC,Staten Island,10306.0,South Shore,-74.0943577,40.5757598
4455,"68 Eldert St # 4CBrooklyn, NY 11207",Condo ,595000.0,1,1.0,556.0, Corcoran,Brooklyn,11207.0,East New York,-73.9126141,40.6869771
4456,"215 Sullivan St Apt 5ENew York, NY 10012",Multi-family home ,5000000.0,3,3.0,1845.0, Corcoran,Manhattan,10012.0,Soho,-73.9998507,40.7293399
4457,"28-16 37th StAstoria, NY 11103",Townhouse ,1495000.0,6,2.0,2184.207862, COMPASS,Queens,11103.0,Northwest Queens,-73.9158892,40.7658641
4458,"721 Fifth Ave Unit 52KNew York, NY 10022",Condo ,2995000.0,2,2.0,1784.0, Keller Williams,Manhattan,10022.0,Gramercy Park,-73.9739039,40.762394
4459,"2711 Henry Hudson Pkwy Apt 3CBronx, NY 10463",Co-op ,469900.0,3,2.0,1200.0, RE MAX,Bronx,10463.0,Riverdale,-73.9172822,40.8819273
4460,"8 E 83rd St # 8GNew York, NY 10028",Co-op ,1995000.0,2,2.0,2184.207862, Corcoran,Manhattan,10028.0,Upper East Side,-73.9615999,40.7793278
4461,"1372 Shakespeare Ave Apt 4CBronx, NY 10452",Co-op ,159999.0,1,1.0,650.0, Pantiga Group Inc.,Bronx,10452.0,High Bridge,-73.9216103,40.8412247
4462,"960 E 40th StBrooklyn, NY 11210",House ,758000.0,4,2.0,1216.0, Charles Rutenberg Realty Inc,Brooklyn,11210.0,Flatbush,-73.9382094,40.6318515
4463,"2566 Eastchester RdBronx, NY 10469",House ,599999.0,2,2.0,1048.0, Exp Realty,Bronx,10469.0,Northeast Bronx,-73.8430463,40.8648218
4464,"170 E 92nd St # 4CDNew York, NY 10128",Co-op ,749000.0,1,1.0,2184.207862, Corcoran,Manhattan,10128.0,Upper East Side,-73.9517106,40.782693
4465,"958 Madison StBrooklyn, NY 11221",Multi-family home ,2100000.0,8,4.0,3750.0, Douglas Elliman  ,Brooklyn,11221.0,Williamsburg,-73.9192355,40.6885485
4466,"944 Fifth Ave # 3FLNew York, NY 10021",Co-op ,32000000.0,4,6.0,2184.207862, Corcoran,Manhattan,10021.0,Upper East Side,-73.9651644,40.7745478
4467,"145-47 115th AveJamaica, NY 11436",House ,620000.0,3,2.0,1280.0, TOP NEST INC,Queens,11436.0,Jamaica,-73.7967497,40.6837376
4468,"2021 Watson AveBronx, NY 10472",House ,849000.0,3,2.0,1890.0, Countrywide Real Estate Inc,Bronx,10472.0,Southeast Bronx,-73.855841,40.8292519
4471,"563 Park Ave Apt 10ENew York, NY 10065",Co-op ,3250000.0,3,3.0,2610.0, Douglas Elliman ,Manhattan,10065.0,Upper East Side,-73.9679827,40.7647756
4472,"150-20 72 Rd Unit 6AFlushing, NY 11367",Co-op ,338000.0,2,1.0,2184.207862, Goldstone N Y Realty Llc,Queens,11367.0,Central Queens,-73.8163427,40.7272797
4473,"567 St Johns PlBrooklyn, NY 11238",Multi-family home ,3400000.0,3,8.0,2184.207862, CENTURY 21,Brooklyn,11238.0,Central Brooklyn,-73.9592414,40.6729971
4474,"165 W End Ave Apt 7KNew York, NY 10023",Co-op ,1575000.0,2,2.0,1157.0, The Agency,Manhattan,10023.0,Upper East Side,-73.9868738,40.777244
4475,"160 72nd St Apt 791Brooklyn, NY 11209",Co-op ,259000.0,1,1.0,570.0, Ben Bay Rlty Of Marine Pk Llc,Brooklyn,11209.0,Southwest Brooklyn,-74.0311335,40.6343667
4476,"762 Greene AveBrooklyn, NY 11221",House ,2300000.0,6,4.0,3850.0, Highline Residential ,Brooklyn,11221.0,Williamsburg,-73.9379631,40.6897465
4477,"300 Riverside Dr Apt 8HNew York, NY 10025",Co-op ,975000.0,2,1.0,2184.207862, Douglas Elliman  ,Manhattan,10025.0,Upper East Side,-73.9713866,40.7997797
4478,"88-01 77th StJamaica, NY 11421",Multi-family home ,879000.0,4,3.0,2184.207862, Karl Mohan Realty Group,Queens,11421.0,Southwest Queens,-73.8640398,40.6894907
4479,"36 W 35th St Ph FNew York, NY 10001",Co-op ,950000.0,2,1.0,775.0, Coldwell Banker,Manhattan,10001.0,Chelsea,-73.9859244,40.7497074
4480,"1906 Bergen Ave Unit 9ABrooklyn, NY 11234",Condo ,749999.0,3,3.0,1602.0, KORR REALTY,Brooklyn,11234.0,Canarsie,-73.908929,40.625366
4481,"37-33 84 St Unit 31Jackson Heights, NY 11372",Co-op ,639000.0,3,1.0,1050.0, Beaudoin Realty Group Inc,Queens,11372.0,West Queens,-73.8822296,40.749516
4482,"330 E 38th St Apt 12NNew York, NY 10016",Condo ,2300000.0,3,3.0,1700.0, R New York,Manhattan,10016.0,Gramercy Park,-73.972462,40.7462651
4483,"97-40 62nd Dr Unit 11CRego Park, NY 11374",Co-op ,289000.0,1,1.0,2184.207862, E Realty International Corp,Queens,11374.0,West Central Queens,-73.8601516,40.7325379
4484,"149-63 Ash AveFlushing, NY 11355",Multi-family home ,1698888.0,10,6.0,3025.0, Keller Williams,Queens,11355.0,North Queens,-73.8124754,40.7602485
4485,"6504 17th AveBrooklyn, NY 11204",Multi-family home ,1180000.0,4,3.0,1528.0, Momentum Real Estate Llc,Brooklyn,11204.0,Borough Park,-73.9928625,40.6204591
4486,"15 Hudson Yards Apt 66BNew York, NY 10001",Condo ,6750000.0,2,2.0,2320.0, Douglas Elliman ,Manhattan,10001.0,Chelsea,-74.003221,40.7537586
4487,"328 Taylor StStaten Island, NY 10310",Townhouse ,499000.0,3,2.0,1890.0, Ben Bay Realty Company of Staten Island LLC,Staten Island,10310.0,Port Richmond,-74.1228208,40.630181
4488,"300 E 40th St Apt 30NManhattan, NY 10016",Condo ,799000.0,1,1.0,2184.207862, COMPASS,Manhattan,10016.0,Gramercy Park,-73.9731998,40.7484135
4489,"210 W 103rd St Apt 5FNew York, NY 10025",Co-op ,600000.0,1,1.0,750.0, Douglas Elliman ,Manhattan,10025.0,Upper East Side,-73.9678976,40.7986646
4490,"117-68 140th StJamaica, NY 11436",Multi-family home ,699000.0,4,2.0,2184.207862, Signature Premier Properties,Queens,11436.0,Jamaica,-73.8013544,40.6762104
4491,"76-24 176th StFresh Meadows, NY 11366",House ,1578000.0,5,3.0,2184.207862, EXIT REALTY FIRST CHOICE,Queens,11366.0,Central Queens,-73.7937601,40.7262631
4492,"257-21 87th AveFloral Park, NY 11001",House ,849000.0,4,3.0,2184.207862, E Realty International Corp,Queens,11001.0,nan,-73.7083076,40.7314866
4493,"110 Central Park S Apt 5AManhattan, NY 10019",Condo ,4275000.0,2,2.0,2184.207862, COMPASS,Manhattan,10019.0,Chelsea,-73.9770652,40.765738
4494,"2 Fifth Ave Apt 3FNew York, NY 10011",Co-op ,1550000.0,1,1.0,2184.207862, Corcoran,Manhattan,10011.0,Chelsea,-73.9972883,40.7324629
4495,"4429 Matilda AveBronx, NY 10470",House ,489000.0,7,3.0,2500.0, Shaw Properties,Bronx,10470.0,Northeast Bronx,-73.8557587,40.9000223
4499,"300 Central Park W Apt 16BManhattan, NY 10024",Co-op ,6700000.0,3,3.0,2184.207862, Brown Harris Stevens ,Manhattan,10024.0,Upper East Side,-73.9674607,40.7882884
4500,"2928 W 5th St Apt 11SBrooklyn, NY 11224",Co-op ,319000.0,1,1.0,750.0, J. Sikar Realty,Brooklyn,11224.0,South Brooklyn,-73.9733314,40.5781785
4501,"49 W 16th St Unit TownhouseNew York, NY 10011",Townhouse ,10750000.0,10,10.0,6532.0, Living NY ,Manhattan,10011.0,Chelsea,-73.9951773,40.7385972
4502,"444 E 75th St Apt 7HNew York, NY 10021",Co-op ,520000.0,1,1.0,730.0, Corcoran Legends Realty,Manhattan,10021.0,Upper East Side,-73.9522955,40.7685551
4503,"54 W 16th St Apt 9GManhattan, NY 10011",Co-op ,715000.0,1,1.0,2184.207862, COMPASS,Manhattan,10011.0,Chelsea,-73.9956975,40.7384289
4504,"415 E 52nd St Apt 9ABNew York, NY 10022",Co-op ,689000.0,1,1.0,1000.0, Douglas Elliman ,Manhattan,10022.0,Gramercy Park,-73.964448,40.7548672
4505,"259 Bowery Units 3 & 4New York, NY 10002",Condo ,5750000.0,3,3.0,3700.0, Elegran Real Estate And Development,Manhattan,10002.0,Lower East Side,-73.9927218,40.7231518
4506,"225 E 57th St Apt 11MNew York, NY 10022",Co-op ,885000.0,1,1.0,2184.207862, Corcoran,Manhattan,10022.0,Gramercy Park,-73.9664566,40.7600656
4507,"35-13 103rd StCorona, NY 11368",House ,899000.0,4,2.0,1400.0, Empire Fine Homes,Queens,11368.0,West Queens,-73.8582741,40.7421716
4508,"207 E 21st St Unit 4CDENew York, NY 10010",Co-op ,1250000.0,2,3.0,2184.207862, Douglas Elliman ,Manhattan,10010.0,Gramercy Park,-73.9833473,40.7374872
4509,"109-9 15th AveQueens, NY 11356",Condo ,580000.0,1,2.5,2184.207862," Nest Seekers International, Long Island",Queens,11356.0,North Queens,-73.8570221,40.7841619
4510,"315 W End Ave Apt 2BNew York, NY 10023",Co-op ,1825000.0,3,2.0,1500.0, Serhant,Manhattan,10023.0,Upper East Side,-73.9834162,40.781741
4511,"57-07 246th Cres Unit 2Douglaston, NY 11362",Pending,249000.0,1,1.0,700.0, Keller Williams,Queens,11362.0,Northeast Queens,-73.7355418,40.7576008
4512,"7322 Avenue MBrooklyn, NY 11234",House ,1175000.0,7,2.5,2184.207862, TALK OF THE TOWN REALTY C,Brooklyn,11234.0,Canarsie,-73.9106991,40.6260389
4513,"32-22 89th St Unit 106EEast Elmhurst, NY 11369",Co-op ,232000.0,1,1.0,750.0, Home Global Realty,Queens,11369.0,West Queens,-73.87924,40.7583699
4514,"318 W 100th St Apt 8BManhattan, NY 10025",Condo ,1100000.0,2,1.0,988.0, COMPASS,Manhattan,10025.0,Upper East Side,-73.9726033,40.7981209
4515,"21-08 21 RdAstoria, NY 11105",Multi-family home ,1695000.0,6,4.0,2184.207862, NextHome Empire,Queens,11105.0,Northwest Queens,-73.9154299,40.7811121
4516,"800 Grand Concourse Apt 3RSBronx, NY 10451",Co-op ,300000.0,2,1.0,2184.207862, Nest Seekers International,Bronx,10451.0,High Bridge,-73.9229829,40.8248699
4517,"111 Murray St Apt 41BNew York, NY 10007",Condo ,4999000.0,2,2.0,1666.0, Keller Williams,Manhattan,10007.0,Lower Manhattan,-74.0128441,40.715351
4518,"56-11 Van Cleef StCorona, NY 11368",Multi-family home ,1690000.0,7,7.0,4600.0, E Realty International Corp,Queens,11368.0,West Queens,-73.8521478,40.7407623
4519,"846 E 46th StBrooklyn, NY 11203",Multi-family home ,849999.0,4,2.0,2217.0, Coldwell Banker,Brooklyn,11203.0,Flatbush,-73.9333874,40.6405612
4520,"475 Sterling Pl Apt 1BBrooklyn, NY 11238",Condo ,1695000.0,3,2.0,1827.0, Douglas Elliman ,Brooklyn,11238.0,Central Brooklyn,-73.9623868,40.6745841
4521,"366 Clermont AveBrooklyn, NY 11238",Multi-family home ,3900000.0,4,4.0,2184.207862, Corcoran Fort Greene,Brooklyn,11238.0,Central Brooklyn,-73.9698033,40.6869395
4522,"166 Jewett AveStaten Island, NY 10302",Multi-family home ,669000.0,2,1.0,2675.0," Plaza Island Properties, LLC",Staten Island,10302.0,Port Richmond,-74.1301207,40.6330311
4523,"1792 Saint Johns PlBrooklyn, NY 11233",Multi-family home ,1900000.0,14,6.0,2184.207862, 5 Boro Realty Corp,Brooklyn,11233.0,Central Brooklyn,-73.9181397,40.6696983
4524,"319 E 50th St Apt 8FNew York, NY 10022",Co-op ,350000.0,3,1.0,2184.207862, Corcoran Fort Greene,Manhattan,10022.0,Gramercy Park,-73.9675207,40.7546656
4525,"77 Bleecker St Apt 505Manhattan, NY 10012",Co-op ,875000.0,1,1.0,2184.207862, COMPASS,Manhattan,10012.0,Soho,-73.9958775,40.7267155
4526,"9 E 96th St Unit 7CNew York, NY 10128",Co-op ,489000.0,3,1.0,2184.207862, Engel & V�������,Manhattan,10128.0,Upper East Side,-73.9547413,40.7877526
4527,"543 W 122nd St Apt 27AManhattan, NY 10027",Condo ,2800000.0,3,2.0,1687.0, Brown Harris Stevens,Manhattan,10027.0,Central Harlem,-73.959759,40.8115505
4528,"440 Riverside Dr Apt 105Manhattan, NY 10027",Pending,949000.0,2,1.0,2184.207862, COMPASS,Manhattan,10027.0,Central Harlem,-73.965519,40.8089034
4529,"2932 Brighton 5th StBrooklyn, NY 11235",Land ,675000.0,3,2.5,2184.207862, BERKSHIRE HATHAWAY,Brooklyn,11235.0,South Brooklyn,-73.963661,40.580329
4530,"3031 Brighton 5th St Unit 3CBrooklyn, NY 11235",Condo ,459000.0,1,1.0,548.0, Exp Realty,Brooklyn,11235.0,South Brooklyn,-73.9626111,40.5786264
4531,"200 E 27th St Unit 8 /KNew York, NY 10016",Co-op ,899000.0,2,1.0,2184.207862, Douglas Elliman ,Manhattan,10016.0,Gramercy Park,-73.9813712,40.7412239
4532,"180 E 73rd StNew York, NY 10021",Townhouse ,13650000.0,6,2.0,6800.0," Garfield, Leslie J. & Co., Inc.",Manhattan,10021.0,Upper East Side,-73.9609013,40.7704277
4533,"730 Park Ave # 9ANew York, NY 10021",Co-op ,21000000.0,5,2.5,2184.207862, Sotheby's International Realty ,Manhattan,10021.0,Upper East Side,-73.9648893,40.7704869
4534,"1 Central Park S Unit 1901Manhattan, NY 10019",Condo ,15900000.0,4,4.0,3698.0, Brown Harris Stevens ,Manhattan,10019.0,Chelsea,-73.9744439,40.7646573
4535,"100 Central Park S Unit 3ADNew York, NY 10019",Condo ,4995000.0,3,4.0,1960.0, Douglas Elliman ,Manhattan,10019.0,Chelsea,-73.9766034,40.7655919
4536,"181 Hudson St Ste 2AManhattan, NY 10013",Condo ,2250000.0,3,1.0,1710.0, COMPASS,Manhattan,10013.0,Soho,-74.0083077,40.7228727
4537,"282A Nassau Ave Apt 3ABrooklyn, NY 11222",Condo ,989000.0,3,1.0,930.0, REAL NEW YORK ,Brooklyn,11222.0,Green Point,-73.9393987,40.7259961
4538,"30-31 Hobart St Unit 3OWoodside, NY 11377",Co-op ,309999.0,1,1.0,650.0, Keller Williams,Queens,11377.0,West Queens,-73.9064463,40.7589055
4539,"400 Fifth Ave Unit 57EManhattan, NY 10018",Condo ,4880000.0,3,3.0,2130.0, Brown Harris Stevens ,Manhattan,10018.0,Chelsea,-73.9838104,40.7500989
4540,"132-35 Sanford Ave Unit LdFlushing, NY 11355",Condo ,600000.0,1,1.0,830.0, E Realty International Corp,Queens,11355.0,North Queens,-73.8319271,40.7553537
4541,"300 E 55th St Ph BNew York, NY 10022",Condo ,5400000.0,3,4.0,2515.0, Corcoran,Manhattan,10022.0,Gramercy Park,-73.9660563,40.7577445
4542,"5700 Arlington Ave Apt 21EBronx, NY 10471",Co-op ,265000.0,1,1.0,2184.207862, Berkshire Hathaway,Bronx,10471.0,Riverdale,-73.9062512,40.9069228
4543,"102-17 64th Rd Unit 4FForest Hills, NY 11375",Co-op ,240000.0,1,1.0,750.0, Winzone Realty Inc,Queens,11375.0,West Central Queens,-73.8527035,40.7314663
4544,"12-07 40th Ave Unit MultiQueens, NY 11101",Townhouse ,1790000.0,4,5.0,2736.0, COMPASS,Queens,11101.0,Northwest Queens,-73.9423437,40.7560084
4545,"387 Avenue S Apt 1FBrooklyn, NY 11223",Co-op ,225000.0,1,1.0,622.0, ES Realty Eva Shammah LLC,Brooklyn,11223.0,South Brooklyn,-73.9711068,40.6022749
4546,"433 Clove RdStaten Island, NY 10310",Multi-family home ,1299000.0,6,2.5,3733.0," Neuhaus Realty, Inc.",Staten Island,10310.0,Port Richmond,-74.1233871,40.6298438
4547,"393 W End Ave Apt 8FManhattan, NY 10024",Condo ,1625000.0,1,2.0,995.0, Brown Harris Stevens,Manhattan,10024.0,Upper East Side,-73.9816026,40.7842031
4548,"225 E 36th St Apt 2HNew York, NY 10016",Co-op ,420000.0,3,1.0,2184.207862, Elegran Real Estate And Development,Manhattan,10016.0,Gramercy Park,-73.9758035,40.7466605
4549,"100 Colfax Ave Apt 3VStaten Island, NY 10306",Condo ,385000.0,2,1.0,910.0, RE MAX,Staten Island,10306.0,South Shore,-74.1077209,40.5795495
4550,"936 Seneca AveRidgewood, NY 11385",Multi-family home ,2720000.0,8,4.0,2184.207862, Lavilla Homes Inc,Queens,11385.0,West Central Queens,-73.9032008,40.6999123
4551,"49 Weed AveStaten Island, NY 10306",House ,1396000.0,4,4.0,2444.0, American Homes Group,Staten Island,10306.0,South Shore,-74.1051158,40.5664524
4552,"5313 Avenue HBrooklyn, NY 11234",Multi-family home ,1195000.0,3,3.0,2400.0, Bedford Brownstone Realty LLC,Brooklyn,11234.0,Canarsie,-73.9249485,40.6332797
4553,"80 Central Park W Apt 4GNew York, NY 10023",Co-op ,620000.0,3,1.0,2184.207862, FOXR ,Manhattan,10023.0,Upper East Side,-73.9780672,40.7740567
4554,"205 E 77th St Apt 11HNew York, NY 10075",Co-op ,300000.0,3,1.0,2184.207862, Keller Williams,Manhattan,10075.0,Upper East Side,-73.9575288,40.7728867
4555,"420 E 55th St Apt 6LNew York, NY 10022",Co-op ,539000.0,1,1.0,2184.207862, Corcoran,Manhattan,10022.0,Gramercy Park,-73.9625705,40.7562471
4556,"510 E 86th St Unit OffManhattan, NY 10028",Co-op ,599000.0,1,2.0,1025.0, COMPASS,Manhattan,10028.0,Upper East Side,-73.9466592,40.7754939
4557,"2 E 55th St Unit 1118Manhattan, NY 10022",Condo ,5200000.0,2,3.0,1394.0, COMPASS,Manhattan,10022.0,Gramercy Park,-73.9744834,40.761255
4558,"140 Cabrini Blvd Apt 82Manhattan, NY 10033",Co-op ,650000.0,1,1.0,2184.207862, COMPASS,Manhattan,10033.0,Washington Heights,-73.939814,40.8532882
4559,"983 Park Ave # 6CNew York, NY 10028",Co-op ,5600000.0,5,4.0,3200.0, Corcoran,Manhattan,10028.0,Upper East Side,-73.9579786,40.7781265
4560,"23 Waverly Pl # TNew York, NY 10003",Pending,700000.0,1,1.0,500.0, Douglas Elliman  ,Manhattan,10003.0,Lower East Side,-73.9946441,40.7304336
4561,"28 Monsey PlStaten Island, NY 10303",Contingent,469000.0,3,2.0,1352.0, CRM Real Estate,Staten Island,10303.0,Port Richmond,-74.1500827,40.6241938
4562,"1 Fifth Ave Unit 2JNew York, NY 10003",Co-op ,1950000.0,2,2.0,2184.207862, ANNE ,Manhattan,10003.0,Lower East Side,-73.9968197,40.7319226
4563,"166-25 Powells Cove Blvd Unit 4CBeechhurst, NY 11357",Co-op ,729888.0,2,2.0,1600.0, Shares Of New York Marketing,Queens,11357.0,North Queens,-73.796598,40.7944231
4564,"158 Stockholm StBrooklyn, NY 11237",Multi-family home ,2225000.0,7,5.0,2184.207862, EXIT REALTY CENTRAL,Brooklyn,11237.0,Williamsburg,-73.9227784,40.6992565
4565,"2401 Walton AveBronx, NY 10468",Multi-family home ,890000.0,6,5.0,2184.207862, RE MAX,Bronx,10468.0,Fordham,-73.9014141,40.8610016
4566,"2430 E 71st StBrooklyn, NY 11234",House ,949000.0,4,2.0,2172.0, BERGEN BASIN REALTY,Brooklyn,11234.0,Canarsie,-73.9015473,40.6142439
4567,"54 Farrell CtStaten Island, NY 10306",House ,650000.0,3,2.0,1500.0, RE MAX,Staten Island,10306.0,South Shore,-74.1274652,40.5659163
4568,"132 E 62nd StNew York, NY 10065",Townhouse ,16500000.0,5,6.0,5129.0, Corcoran,Manhattan,10065.0,Upper East Side,-73.9673899,40.7641404
4569,"18 Vanderbilt AveStaten Island, NY 10304",House ,579999.0,3,2.0,1152.0, RE MAX,Staten Island,10304.0,Stapleton,-74.073006,40.6219834
4570,"449 Mayfair Dr S Lot 9Brooklyn, NY 11234",Land ,1499000.0,3,2.5,2184.207862, BERGEN BASIN REALTY,Brooklyn,11234.0,Canarsie,-73.9078973,40.6074231
4571,"142-05 Roosevelt Ave Unit 225Flushing, NY 11354",Co-op ,535000.0,3,2.0,1350.0, Winzone Realty Inc,Queens,11354.0,North Queens,-73.8258766,40.7607942
4572,"125 E 63rd St Apt 4BManhattan, NY 10065",Co-op ,1250000.0,2,2.0,1500.0, Brown Harris Stevens ,Manhattan,10065.0,Upper East Side,-73.9667031,40.7651694
4573,"1801 Ave WBrooklyn, NY 11229",Multi-family home ,1388000.0,4,2.0,2520.0, COMPASS,Brooklyn,11229.0,South Brooklyn,-73.957202,40.620978
4574,"17 W 54th St Apt 3CNew York, NY 10019",Co-op ,845000.0,1,1.0,2184.207862, Corcoran,Manhattan,10019.0,Chelsea,-73.9766275,40.7617971
4575,"61-05 39th Ave Unit G3Woodside, NY 11377",Condo ,550000.0,1,1.0,712.0, Winzone Realty Inc,Queens,11377.0,West Queens,-73.902194,40.7472923
